11,口,"* As a primitive, this form also means <i>mouth</i>. Any of the range of possible images that the word suggests - an opening or entrance to a cave, a river, a bottle, or even the largest hole in your head - can be used for the primitive meaning.",Looks like a huge open mouth.,"Momma used to say: ""Keep your trap shut!"" This thing is shaped like a trap door.",コウ、ク,くち,"悪口(あっこう): abuse, insult, slander, evil speaking<br>甘口(あまくち): sweet flavour, mildness, flattery, stupidity<br>入口(いりくち): entrance, gate, approach, mouth<br>口ずさむ(くちずさむ): to hum something, to sing to oneself<br>口述(こうじゅつ): verbal statement<br>口頭(こうとう): oral<br>出入り口(でいりぐち): exit and entrance<br>閉口(へいこう): shut mouth<br>無口(むくち): reticence<br>裏口(うらぐち): back door, rear entrance<br>火口(かこう): crater<br>口紅(くちべに): lipstick<br>口実(こうじつ): excuse<br>蛇口(じゃぐち): faucet, tap<br>早口(はやくち): fast-talking<br>窓口(まどぐち): ticket window<br>利口(りこう): clever, shrewd, bright, sharp, wise, intelligent<br>悪口(わるくち): abuse, insult, slander, evil speaking<br>人口(じんこう): population<br>入口(いりぐち): entrance, gate, approach, mouth<br>口(くち): mouth, orifice, opening<br>出口(でぐち): exit, gateway, way out, outlet, leak, vent","口述 (こうじゅつ), 人口 (じんこう), 開口 (かいこう), 口 (くち)",입 구
12,日,"* Used as a primitive, this kanji can mean <i>sun</i> or <i>day</i> or a <i>tongue wagging in the mouth</i>. This latter meaning, incidentally, derives from an old character outside the standard list meaning something like ""sayeth"" and written almost exactly the same, except that the stroke in the middle does not touch the right side (Frame 620).","Open the window, new day.",Picture two halves of a 24-hr period: Day & Night.,ニチ、ジツ,ひ、-び、-か,"悪日(あくび): unlucky day<br>明後日(あさって): day after tomorrow<br>明日(あした): tomorrow<br>一日(いちじつ): one day, first of month<br>一昨日(おととい): day before yesterday<br>日付(かづけ): date, dating<br>月日(がっぴ): (the) date<br>期日(きじつ): fixed date, settlement date<br>今日は(こんにちは): hello, good day (daytime greeting id)<br>一昨昨日(さきおととい): two days before yesterday<br>明々後日(しあさって): two days after tomorrow<br>終日(しゅうじつ): all day<br>七日(なのか): seven days, the seventh day (of the month)<br>西日(にしび): westering sun<br>日夜(にちや): day and night, always<br>日当(にっとう): daily allowance<br>日頃(ひごろ): normally, habitually<br>日取り(ひどり): fixed date, appointed day<br>日向(ひなた): sunny place, in the sun<br>日の丸(ひのまる): the Japanese flag<br>日々(ひび): every day, daily, day after day<br>日焼け(ひやけ): sunburn<br>三日月(みかずき): new moon, crescent moon<br>連日(れんじつ): every day, prolonged<br>一昨日(いっさくじつ): day before yesterday<br>今日(こんにち): today<br>祭日(さいじつ): national holiday, festival day<br>祝日(しゅくじつ): national holiday<br>生年月日(せいねんがっぴ): birth date<br>先日(せんじつ): the other day, a few days ago<br>月日(つきひ): (the) date<br>定休日(ていきゅうび): regular holiday<br>当日(とうじつ): appointed day<br>日(にち): Japan-, Japanese-<br>日時(にちじ): date and time<br>日常(にちじょう): ordinary, regular, everyday, usual<br>日用品(にちようひん): daily necessities<br>日課(にっか): daily lesson, daily work, daily routine<br>日光(にっこう): sunlight<br>日中(にっちゅう): daytime, during the day, Sino-Japanese<br>日程(にってい): agenda<br>日当たり(ひあたり): exposure to the sun, sunny place<br>日帰り(ひがえり): day trip<br>日陰(ひかげ): shadow<br>日付(ひづけ): date<br>日日(ひにち): every day, daily, day after day<br>日の入り(ひのいり): sunset<br>日の出(ひので): sunrise<br>平日(へいじつ): weekday, ordinary days<br>三日月(みかづき): new moon, crescent moon<br>三日(みっか): three days, the third day (of the month)<br>明後日(みょうごにち): day after tomorrow<br>夕日(ゆうひ): setting sun<br>曜日(ようび): day of the week<br>来日(らいにち): arrival in Japan, coming to Japan, visit to Japan<br>明日(あす): tomorrow<br>日記(にっき): diary<br>日(ひ): day<br>一日(いちにち): first of month<br>五日(いつか): five days, the fifth day (of the month)<br>火曜日(かようび): Tuesday<br>金曜日(きんようび): Friday<br>昨日(きのう): yesterday<br>今日(きょう): today, this day<br>月曜日(げつようび): Monday<br>九日(ここのか): nine days, the ninth day (of the month)<br>水曜日(すいようび): Wednesday<br>誕生日(たんじょうび): birthday<br>一日(ついたち): first day of month<br>十日(とおか): ten days, the tenth day of the month<br>土曜日(どようび): Saturday<br>七日(なのか): seven days, the seventh day of the month<br>日曜日(にちようび): Sunday<br>二十日(はつか): twenty days, twentieth day of the month<br>二日(ふつか): second day of the month, two days<br>毎日(まいにち): every day<br>六日(むいか): six days, sixth (day of month)<br>木曜日(もくようび): Thursday<br>八日(ようか): eight days, the eighth (day of the month)<br>四日(よっか): fourth day of the month, four days","日時 (にちじ), 日光 (にっこう), 毎日 (まいにち), 日 (か), 日 (ひ)",날 일
13,月,"* As a primitive element, this character can take on the sense of <i>moon</i>, <i>flesh</i>, or <i>part of the body</i>. The reasons for the latter two meanings will be explained in a later chapter.",A month is longer than a day.,"Am I the only one who sees this as someone sticking their ass in the air ""mooning"" someone (two cheeks of the butt and the legs coming off of it)? The Moon meaning connects well to the meaning of month, considering that months were traditionally measured by the phases of the moon. Also, the mooning ""ass"" part of it connects well to Hesig´s seemingly unconnected ""flesh"" or ""part of the body"" meaning (when used in primitive form).",ゲツ、ガツ,つき,"五月蝿い(うるさい): noisy, loud, fussy<br>ヶ月(かげつ): (number of) months<br>月日(がっぴ): (the) date<br>月謝(げっしゃ): monthly tuition fee<br>月賦(げっぷ): monthly installment<br>月曜(げつよう): Monday<br>月並み(つきなみ): every month, common<br>満月(まんげつ): full moon<br>三日月(みかずき): new moon, crescent moon<br>月給(げっきゅう): monthly salary<br>月末(げつまつ): end of the month<br>再来月(さらいげつ): month after next<br>生年月日(せいねんがっぴ): birth date<br>先々月(せんせんげつ): month before last<br>月(つき): month, moon<br>月日(つきひ): (the) date<br>年月(としつき): months and years<br>年月(ねんげつ): months and years<br>三日月(みかづき): new moon, crescent moon<br>さ来月(さらいげつ): the month after next<br>月曜日(げつようび): Monday<br>今月(こんげつ): this month<br>先月(せんげつ): last month<br>一月(ひとつき): one month<br>毎月(まいげつ): every month, each month, monthly<br>来月(らいげつ): next month","月曜 (げつよう), 明月 (めいげつ), 歳月 (さいげつ), 月 (つき)",달 월
14,田,"* When used as a primitive element, the meaning of <i>rice field</i> is most common, but now and again it will take the meaning of <i>brains</i> from the fact that it looks a bit like that tangle of gray matter nestled under our skulls.",A rice field divided into four parts.,Ten people use their mouths to eat the yield of the rice fields.,デン,た,"水田(すいでん): (water-filled) paddy field<br>田園(でんえん): country, rural districts<br>田(た): rice field<br>田植え(たうえ): rice planting<br>田ぼ(たんぼ): paddy field, farm<br>田舎(いなか): the country, country side",田 (た),밭 전
15,目,"* As a primitive, the kanji keeps its sense of <i>eye</i>, or more specifically, an <i>eyeball</i>. When placed in the surroundings of a complex kanji, the primitive will sometimes be turned on its side.",There are 3 sections. Imagine the outer two being the whites of your eye. The middle is the pupil. Fill it in with imaginary color.,目_目.,モク、ボク,め、-め、ま-,"一目(いちもく): a glance, a look, a glimpse<br>お目出度う(おめでとう): (ateji) (int) (uk) Congratulations!, an auspicious occasion!<br>効き目(ききめ): effect, virtue, efficacy, impression<br>生真面目(きまじめ): too serious, person who is too serious, honesty, sincerity<br>切れ目(きれめ): break, pause, gap, end, rift, interruption, cut, section, notch, incision, end (of a task)<br>人目(じんもく): glimpse, public gaze<br>着目(ちゃくもく): attention<br>丁目(ちょうめ): district of a town, city block (of irregular size)<br>継ぎ目(つぎめ): a joint, joining point<br>出鱈目(でたらめ): irresponsible utterance, nonsense, nonsensical, random, haphazard, unsystematic<br>番目(ばんめ): cardinal number suffix<br>目蓋(まぶた): eyelid<br>目方(めかた): weight<br>目覚しい(めざましい): brilliant, splendid, striking, remarkable<br>目覚める(めざめる): to wake up<br>目付き(めつき): look, expression of the eyes, eyes<br>目眩(めまい): dizziness, giddiness<br>目盛(めもり): scale, gradations<br>面目(めんぼく): face, honour, reputation, prestige, dignity, credit<br>目録(もくろく): catalogue, catalog, list<br>目論見(もくろみ): a plan, a scheme, a project, a program, intention, goal<br>お目に掛かる(おめにかかる): to see or meet someone<br>科目(かもく): (school) subject, curriculum, course<br>項目(こうもく): item<br>駄目(だめ): no, no good, hopeless<br>注目(ちゅうもく): notice, attention, observation<br>真面目(まじめ): diligent, serious, honest<br>目上(めうえ): superior(s), senior<br>目指す(めざす): aim at, have an eye on<br>目覚し(めざまし): alarm clock (abbreviation)<br>目下(めした): subordinate(s), inferior(s), junior<br>目印(めじるし): mark, sign, landmark<br>目立つ(めだつ): be conspicuous, stand out<br>目安(めやす): criterion, aim<br>目次(もくじ): table of contents<br>目的(もくてき): purpose, goal, aim, objective, intention<br>目標(もくひょう): mark, objective, target<br>役目(やくめ): duty, business<br>目(め): eye, eyeball","目的 (もくてき), 目前 (もくぜん), 項目 (こうもく), 目 (め)",눈 목
16,古,"* Used as a primitive element, this kanji keeps its key-word sense of <i>old</i>, but care should be taken to make that abstract notion as graphic as possible.",Tombstone and cross on an old man´s grave.,You get OLD fast if you have ten open mouths to feed.,コ,ふる.い、ふる-、-ふる.す,"古(いにしえ): antiquity, ancient times<br>考古学(こうこがく): archaeology<br>古代(こだい): ancient times<br>稽古(けいこ): practice, training, study<br>古典(こてん): old book, classic, classics<br>中古(ちゅうこ): used, second-hand, old, Middle Ages<br>古い(ふるい): old (not person), aged, ancient, antiquated, stale, threadbare, outmoded, obsolete article","古い (ふる.い), 古す (ふる.す)",예 고
17,吾,,I have 5 senses.,I eat five times at day.,ゴ,われ、わが-、あ-,,,"나 오, 친하지 않을 어"
18,冒,,"Don´t look at the sun directly with your eyes, it´s risky!",You´ll risk your eyesight if you look up at the sun.,ボウ,おか.す,"冒頭(ぼうとう): beginning, start, outset<br>冒険(ぼうけん): risk, venture, adventure",冒す (おか.す),"무릅쓸 모, 선우 이름 묵"
19,朋,,My companion and I are like two moons side by side.,"Under the twin moons of Tatooine, Luke had no COMPANION.",ホウ,とも,,,벗 붕
20,明,,The sun makes the moon bright.,"The sun and the moon are brightest objects in the day and night, respectively.",メイ、ミョウ、ミン,あ.かり、あか.るい、あか.るむ、あか.らむ、あき.らか、あ.ける、-あ.け、あ.く、あ.くる、あ.かす,"明かす(あかす): to pass, spend, to reveal, to divulge<br>明白(あからさま): obvious, overt, plainly, frankly<br>明るい(あかるい): bright, cheerful<br>明き(あき): room, time to spare, emptiness, vacant<br>明くる(あくる): next, following<br>明後日(あさって): day after tomorrow<br>明日(あした): tomorrow<br>賢明(けんめい): wisdom, intelligence, prudence<br>明々後日(しあさって): two days after tomorrow<br>照明(しょうめい): illumination<br>声明(せいめい): declaration, statement, proclamation<br>不明(ふめい): unknown, obscure, indistinct, uncertain, ambiguous, ignorant, lack of wisdom, anonymous, unidentified<br>明瞭(めいりょう): clarity<br>明朗(めいろう): bright, clear, cheerful<br>明かり(あかり): lamplight, brightness<br>明らか(あきらか): obvious, clear<br>明け方(あけがた): dawn<br>明ける(あける): to dawn, become daylight<br>証明(しょうめい): proof, verification<br>透明(とうめい): transparency, cleanness<br>発明(はつめい): invention<br>文明(ぶんめい): civilization, culture<br>明後日(みょうごにち): day after tomorrow<br>明確(めいかく): clear up, clarify, define<br>夜明け(よあけ): dawn, daybreak<br>明日(あす): tomorrow<br>説明(せつめい): explanation<br>明い(あかるい): bright, light, cheerful, sunny","明暗 (めいあん), 説明 (せつめい), 鮮明 (せんめい), 明かす (あ.かす), 明かり (あ.かり), 明く (あ.く), 明くる (あ.くる), 明ける (あ.ける), 明らむ (あか.らむ), 明るい (あか.るい), 明るむ (あか.るむ), 明らか (あき.らか)",밝을 명
21,唱,,Someone chanting with their mouth open for two consecutive days.,Chants from our mouths are meant to reach the sun and the stars. Stars are just suns just further away so they seem smaller.,ショウ,とな.える,"合唱(がっしょう): chorus, singing in a chorus<br>唱える(となえる): to recite, to chant, to call upon",唱える (とな.える),부를 창
22,晶,,A diamond sparkles as brightly as three suns.,Sparkle is a forest (#197) of suns!,ショウ,,"結晶(けっしょう): crystal, crystallization",,맑을 정
23,品,,Three boxes of goods are devoured by the hungry mouths of waiting consumers.,Three hungry mouths waiting for the goods to come.,ヒン、ホン,しな,"下品(かひん): inferior article<br>気品(きひん): aroma<br>骨董品(こっとうひん): curio<br>出品(しゅっぴん): exhibit, display<br>品質(ひんしつ): quality<br>品種(ひんしゅ): brand, kind, description<br>用品(ようひん): articles, supplies, parts<br>下品(げひん): inferior article<br>作品(さくひん): work, opus, performance, production<br>品(しな): thing, article, goods, dignity, counter for meal courses<br>商品(しょうひん): commodity, goods, stock, merchandise<br>賞品(しょうひん): prize, trophy<br>食品(しょくひん): commodity, foodstuff<br>製品(せいひん): manufactured goods<br>手品(てじな): sleight of hand, conjuring trick, magic, juggling<br>日用品(にちようひん): daily necessities<br>必需品(ひつじゅひん): necessities, necessary article, requisite, essential<br>品(ひん): article, item<br>部品(ぶひん): parts, accessories<br>薬品(やくひん): medicine(s), chemical(s)<br>洋品店(ようひんてん): shop which handles Western-style apparel and accessories<br>品物(しなもの): article, goods<br>食料品(しょくりょうひん): foods",品 (しな),물건 품
24,呂,,Spine connects head and body.,The spine goes from one opening mouth/opening (mouth/face) to another mouth/opening (genitals). Just think of these openings being enlarged to represent the head and the body. The bottom is bigger because the body is bigger than the face.,ロ、リョ,せぼね,"風呂(ふろ): bath<br>風呂敷(ふろしき): wrapping cloth, cloth wrapper",,성 려(여)/법칙 려(여)
25,昌,,If you work from Sun UP to Sun DOWN you will be prosperous.,"I kept getting this mixed up with meanings like ´fortune´, so here is a fool proof story! Remember the Vulcan salute from ´Star Trek´ (a fiction of the sci-fi genre in which heavenly bodies such as SUNS play a huge role) used with the phrase ´live long and PROSPER´? If that´s not enough of a visual reminder, the Vulcan salute shows the fingers parted in to 2 sets of 2, and visually kind of looks like this kanji if you think about it.",ショウ,さかん,,,창성할 창
26,早,"* As a primitive element, this kanji takes the meaning of <i>sunflower</i>, which was used to make the abstract key word <i>early</i> more graphic.","The sun up is early, well before ten.",An early sun-flower looks like a miniature sun perched on a needlelike stems.,ソウ、サッ,はや.い、はや、はや-、はや.まる、はや.める、さ-,"お早う(おはよう): Good morning<br>早急(さっきゅう): urgent<br>素早い(すばやい): fast, quick, prompt, agile<br>早める(はやめる): to hasten, to quicken, to expedite, to precipitate, to accelerate<br>最早(もはや): already, now<br>早速(さっそく): at once, immediately, without delay, promptly<br>早口(はやくち): fast-talking<br>早い(はやい): early","早期 (そうき), 早晩 (そうばん), 早々に (そうそうに), 早い (はや.い), 早まる (はや.まる), 早める (はや.める)",이를 조
27,旭,,9am carries with it the rising sun.,Nine planets revolve around our rising sun.,キョク,あさひ,,,아침 해 욱
28,世,,3 tens = generation.,"They SAY a generation is ten+ten+ten years, with the big first ten providing a grounding, and the next ten providing a little more grounding for the final ten. But I wish the next generation didn´t always SAY ""yo!"". (ON reading is SEI, KUN reading is yo).",セイ、セ、ソウ,よ、さんじゅう,"お世辞(おせじ): flattery, compliment<br>出世(しゅっせ): promotion, successful career, eminence<br>世辞(せじ): flattery, compliment<br>世帯(せたい): household<br>世代(せだい): generation, the world, the age<br>世論(せろん): public opinion<br>世(よ): world, society, age, generation<br>世紀(せいき): century, era<br>世間(せけん): world, society<br>中世(ちゅうせい): Middle Ages, mediaeval times<br>世の中(よのなか): society, the world, the times<br>世界(せかい): world<br>世話(せわ): take care of","世紀 (せいき), 時世 (じせい), 処世 (しょせい), 世 (よ)",인간 세
29,胃,,The rice field is harvested once a month to get food for our stomach.,"The stomach is the part of the body that digests food (which, in Japan, is mainly rice).",イ,,胃(い): stomach,,밥통 위
30,旦,,A nightbreak happens when the sun rises over the horizon (floor).,"It may be easier to think of the keyword ""DAYBREAK"" or ""MORNING"" for this kanji (other kanji dictionaries do). Then the mnemonic phrase ""SUN rising over the HORIZON"" works better. It is an infrequent kanji, but can be found in: 旦夕　（たんせき） morning and evening, or 元旦　（がんたん） New Year´s Day.",タン、ダン,あき.らか、あきら、ただし、あさ、あした,"旦那(だんな): master (of house), husband (informal)<br>一旦(いったん): once, for a moment, one morning, temporarily",,아침 단
31,胆,,The moon has a lot of gall sticking around after sunrise.,All the month long I have to start working at nightbreak. This really activates my gall bladder (=I get angry).,タン,きも,"大胆(だいたん): bold, daring, audacious",,쓸게 담
32,亘,,The sun spans from horizon to horizon in a day.,The span of the day is the time between the sun goes up and comes down.,コウ、カン,わた.る、もと.める,,,"뻗칠 긍, 베풀 선"
33,凹,,"The letter ""U"" is concavely written.",Concave has a concave shape.,オウ,くぼ.む、へこ.む、ぼこ,"凸凹(でこぼこ): unevenness, roughness, ruggedness<br>凹む(へこむ): be dented, be indented, yield to, to give, sink, collapse, cave in, be snubbed",,오목할 요
34,凸,,"When I get vexed, I give people the middle finger.",Convex has a convex shape.,トツ,でこ,"凸凹(でこぼこ): unevenness, roughness, ruggedness",,볼록할 철
35,旧,,Age 18 = olden times.,The old man with a walking stick kept talking of olden times all day long.,キュウ,ふる.い、もと,"旧知(きゅうち): old friend, old friendship<br>旧事(くじ): past events, bygones<br>復旧(ふくきゅう): restoration, restitution, rehabilitation<br>旧(きゅう): ex-",,옛 구
